ID,ReviewRating,ProfilePhoto,Tokens,Characters,Paragraphs,Sentences,Sentences per Paragraph,Tokens per Sentence,Characters per Token,Passive Sentences,Review Polarity,Title Depth,Title Polarity,SimilarWords,HardToSpellWords,Nouns,Verbs,Adverbs,Adjectives,NetLingo,Smileys,Hash,SpellMistakes%,StopWords%,SMOG,FLESCH_READING,FLESCH_KINCAID,ARI,COLEMAN_LIAU,GUNNING_FOG,SMOG_INDEX,COMPLEXWORDS,SYLLABLES,AboutDisclosure,BadgeCount,MemberSince,PastRatings,AveragPastRatings,Past Reviews,HelpfulVotes,TotalVotes,Label
1084,9,1,258,1.248,2,12,6,21.5,4.7,58.1,0.642430638,7,0.027100461,42.30769231,1.048951049,0.003946493,0.001578597,0.00295987,0.001775922,0.006735905,0.158648281,0.010103857,4.545454545,44.40559441,13.173,58.047,11.216,12.07,9.859,14.4,12.63,34,393,1,2,4.1,23,7.956522,13,1,2,Low
1111,9,1,121,513,3,5,1.6,24.2,4.1,64.1,0.348218475,12,0.983971244,34.84848485,2.272727273,0.003945536,0.000197277,0.002564598,0.000789107,0.006734329,0.158611169,0.010101493,3.03030303,51.51515152,11.208,63.564,10.505,10.093,7.239,12.8,10.746,10,172,1,2,4.1,23,7.956522,13,1,2,Low
1140,4,1,88,440,4,7,1.7,12.5,4.8,68.1,0.265922199,2,0,27.35849057,4.716981132,0.002761379,0.000394483,0.00138069,0.000788966,0.006733064,0.158581379,0.010099596,0,50.94339623,11.208,65.005,7.387,6.979,9.687,10.8,10.746,14,137,1,2,4.1,23,7.956522,13,1,2,Low
1294,10,1,378,1.725,4,24,6,15.7,4.4,70.6,0.301418852,3,0,34.3387471,2.320185615,0.00946044,0.002759295,0.002759295,0.00551859,0.006727926,0.158460367,0.010091889,6.728538283,46.86774942,10.317,70.525,7.397,7.005,8.754,10,9.892,38,545,1,2,4.1,23,7.956522,13,1,2,Low
1311,9,1,135,540,4,7,1.7,19.2,3.8,80.7,2.194228821,3,0,27.56410256,0.641025641,0.004531904,0.000788157,0.00275855,0.001379275,0.006726068,0.158416613,0.010089103,1.282051282,55.12820513,8.418,81.959,6.548,6.202,5.874,9.2,8.071,6,166,1,2,4.1,23,7.956522,13,1,2,Low
1329,0,0,122,549,3,10,3.3,12.2,4.3,75.8,0.298642184,8,0.1315427,32.84671533,1.459854015,0.002954867,0.000787965,0.000787965,0.001181947,0.006724438,0.158378207,0.010086657,5.839416058,48.90510949,8.842,76.328,6.063,5.221,6.844,8,8.477,9,172,0,2,3.7,0,0,0,1,2,Low
1347,9,0,241,1.058,1,7,7,34.4,4.2,65.5,-0.100280475,2,0,28.78228782,1.10701107,0.005513102,0.001575172,0.003347241,0.002362758,0.006721215,0.158302292,0.010081822,1.10701107,58.67158672,13.484,58.104,13.779,15.814,9.069,17.2,12.928,23,326,0,2,3.7,0,0,0,1,2,Low
1349,9,0,146,649,1,10,10,14.6,4.3,66.8,1.523469848,7,0,38.60759494,1.898734177,0.005905175,0.000393678,0.001377874,0.003149427,0.006719337,0.158258065,0.010079005,1.265822785,48.10126582,10.981,67.097,7.958,7.083,8.643,10.8,10.528,17,214,0,2,3.7,0,0,0,1,2,Low
1357,8,0,128,587,1,6,6,21.3,4.4,62.9,2.837159258,5,0,34.02777778,2.777777778,0.003345403,0.000590365,0.000393577,0.001771096,0.006717626,0.158217778,0.01007644,9.027777778,47.22222222,11.208,61.45,10.154,9.766,8.456,12.4,10.746,12,192,0,2,3.7,0,0,0,1,2,Low
1357,9,0,125,550,1,10,10,12.5,4.2,78.4,0.050716307,2,0.75,28,0.666666667,0.002951054,0.001967369,0.001573895,0.000786948,0.006715846,0.158175835,0.010073768,4.666666667,49.33333333,7.554,80.523,5.282,3.816,5.58,6.8,7.243,6,175,0,2,3.7,0,0,0,1,2,Low
1365,10,0,110,530,1,11,11,10,4.7,70.5,1.480649697,4,0.142561983,36.71875,3.125,0.002557001,0.000590077,0.002753694,0.000983462,0.006714327,0.158140061,0.01007149,6.25,41.40625,8.576,74.337,5.511,4.591,8.146,7.2,8.222,10,167,0,2,3.7,0,0,0,1,2,Low
1372,9,0,150,640,1,6,6,25,4.1,66.4,1.080470503,9,-0.025489795,22.42424242,1.818181818,0.00412929,0.00137643,0.003342759,0.000589899,0.00671237,0.15809397,0.010068554,0,62.42424242,11.538,64.835,10.551,10.499,7.183,13.2,11.062,13,210,0,2,3.7,0,0,0,1,2,Low
1528,8,0,389,1.979,2,14,7,27.7,4.9,46.8,0.121104151,7,-0.050170068,42.56292906,0.915331808,0.015718328,0.001571833,0.001768312,0.005894373,0.006707192,0.157972027,0.010060788,5.949656751,45.08009153,15.994,40.97,14.572,15.644,11.877,18,15.335,71,642,0,2,3.7,0,0,0,1,2,Low
1629,10,0,123,600,1,6,6,20.5,4.7,56.7,-2.156135551,4,0,37.41007194,0.71942446,0.003142875,0.001375008,0.001178578,0.002357156,0.006705547,0.15793328,0.010058321,4.316546763,48.20143885,11.855,60.634,10.019,10.601,10.126,12.8,11.367,14,186,0,2,3.7,0,0,0,1,2,Low
1717,9,0,818,3.934,3,36,18,22.6,4.6,58.7,4.280186963,12,0,40.82474227,1.75257732,0.028631662,0.004118253,0.005098789,0.014708045,0.006694089,0.157663411,0.010041133,7.525773196,41.75257732,11.529,57.384,10.862,11.119,9.793,12.4,11.054,80,1249,0,2,5,0,0,0,1,2,Low
1725,10,0,212,891,1,15,15,14.1,4,72.3,3.297614516,14,0.141340411,24.79674797,2.43902439,0.005880716,0.000980119,0.003136382,0.002156262,0.006691189,0.1577712,0.010036784,1.62601626,53.25203252,9.957,75.415,6.52,4.818,6.511,9.6,9.547,20,292,0,2,5,0,0,0,1,2,Low
1802,10,0,113,563,1,2,2,56.5,4.9,34.5,0.649915896,2,0.125,25.40983607,0.819672131,0.002939678,0.002351742,0.000979893,0.002351742,0.006689752,0.157737315,0.010034628,4.918032787,55.73770492,15.903,23.809,25.714,30.384,9.29,28,15.247,10,178,0,2,5,0,0,0,1,2,Low
1843,10,0,351,1.662,4,19,4.7,18.4,4.6,63.9,1.865487448,4,0,29.39698492,1.256281407,0.008225359,0.002937628,0.002741786,0.004700205,0.006685068,0.157626871,0.010027602,5.27638191,51.25628141,11.645,61.166,9.669,9.657,9.639,12,11.165,40,531,0,2,5,0,0,0,1,2,Low
1929,8,0,528,2.635,7,23,3.2,22.9,4.8,47.6,3.086879207,5,0,39.35810811,1.689189189,0.021324047,0.003325769,0.004303936,0.007042805,0.006678113,0.157638619,0.01001717,3.378378378,46.79054054,14.684,47.566,12.7,13.27,11.303,16,14.078,90,855,0,2,5,0,0,0,1,2,Low
2050,10,0,344,1.877,4,12,3,28.6,5.3,32.8,-2.265108262,3,0,47.34177215,2.278481013,0.012120857,0.001172986,0.00254147,0.005669433,0.006673481,0.157529267,0.010010221,11.64556962,37.21518987,16.009,36.53,15.679,17.193,13.585,18.4,15.349,61,599,0,2,5,0,0,0,1,2,Low
2146,4,0,145,693,3,8,2.6,18.1,4.6,58.3,1.670117375,2,-0.484693878,29.41176471,3.529411765,0.004299688,0.001563523,0.001758963,0.001954404,0.006671489,0.15748225,0.010007233,1.176470588,48.82352941,12.785,56.343,10.689,10.202,9.448,13.6,12.258,20,227,0,2,5,0,0,0,1,2,Low
2236,0,0,452,2.223,1,29,29,15.5,4.7,60.6,2.324129746,3,0,38.4180791,1.506591337,0.011325249,0.002733681,0.00468631,0.004491047,0.006665275,0.157335574,0.009997913,9.22787194,41.43126177,11.141,61.255,8.55,7.995,10.347,10.8,10.681,59,711,0,4,6,0,0,44,1,2,Low
2318,10,0,212,1.083,1,9,9,23.5,4.9,50.4,3.867999657,6,0,43.359375,1.171875,0.007026529,0.001561451,0.001951814,0.003122902,0.006662284,0.157264957,0.009993425,8.59375,39.0625,13.024,50.794,12.22,12.932,10.956,14.4,12.487,27,340,0,4,6,0,0,44,1,2,Low
2407,10,0,354,1.636,4,15,3.7,23.6,4.4,54.7,0.826699893,5,-0.025510204,33.41584158,1.732673267,0.012092913,0.004681127,0.003705893,0.004291033,0.006657568,0.157328844,0.009986352,4.207920792,49.00990099,12.785,53.035,12.215,12.064,9.096,14.4,12.258,40,541,0,4,6,0,0,44,1,2,Low
2508,0,0,158,663,3,5,2.5,21.8,4,62.8,-0.81014783,5,0,31.07344633,3.389830508,0.004874644,0.001754872,0.002534815,0.002144843,0.006655504,0.157280071,0.009983256,1.694915254,53.10734463,14.906,46.209,16.751,17.439,7.797,20,14.292,17,227,0,4,6,0,0,44,1,2,Low
2512,10,0,292,1.357,6,21,3.5,13.6,4.5,70.3,1.797926533,8,0,33.74233129,0.920245399,0.007210255,0.003117948,0.004676922,0.002728205,0.006651706,0.157190319,0.009977559,5.521472393,48.77300613,9.8,69.394,6.957,6.143,8.183,9.2,9.396,30,437,0,4,6,0,0,44,1,2,Low
2545,10,0,118,560,1,4,4,29.5,4.6,55.6,1.260337548,3,0.125,35.33834586,3.759398496,0.004481002,0.000974131,0.000974131,0.001948262,0.006650158,0.157153732,0.009975237,0,49.62406015,15.248,45.691,14.215,14.994,10.304,17.6,14.619,18,183,0,4,6,0,0,44,1,2,Low
2615,10,0,650,3.133,6,43,7.1,15.1,4.6,65.5,3.827313027,3,0,35.60209424,1.570680628,0.019456616,0.003502191,0.007977212,0.007004382,0.006641278,0.157118664,0.009961918,4.97382199,44.89528796,10.774,66.387,7.951,7.271,9.145,10.4,10.329,77,1005,0,4,6,0,0,44,1,2,Low
2807,10,0,278,1.264,1,7,7,39,4.4,42.9,2.44169001,3,0.416666667,31.08974359,2.884615385,0.008167281,0.003500263,0.003305804,0.004472559,0.006637659,0.157033036,0.009956488,4.807692308,54.16666667,15.903,42.054,17.331,19.059,9.821,20.8,15.247,35,411,0,4,6,0,0,44,1,2,Low
2817,10,0,119,547,1,8,8,14.8,4.4,69.4,2.143047881,4,0,30,0.714285714,0.002721797,0.000388828,0.001555313,0.001749727,0.006636036,0.156994644,0.009954054,6.428571429,46.42857143,10.126,72.133,6.863,6.621,8.056,9.6,9.708,12,167,0,4,6,0,0,44,1,2,Low
2819,10,0,263,1.264,1,19,19,13.7,4.6,67.2,-1.851034821,3,0,34.83870968,0.967741935,0.007383802,0.002331727,0.002914659,0.005440696,0.006632446,0.156909699,0.009948668,5.483870968,43.22580645,10.467,68.779,7.107,5.865,7.674,9.6,10.036,33,406,0,4,6,0,0,44,1,2,Low
2821,0,1,294,1.352,1,19,19,15.4,4.4,67.1,4.267442999,3,0,28.61445783,1.506024096,0.007185359,0.002524586,0.004660773,0.004466574,0.006628605,0.156818828,0.009942907,4.819277108,53.01204819,11.723,66.49,7.869,7.192,9.219,11.6,11.24,43,437,1,6,10,0,0,1558,1,2,Low
3114,8,1,247,1.174,3,5,1.6,49.4,4.6,28.2,1.501833195,10,0.756450295,27.04626335,1.423487544,0.00427017,0.001746888,0.006017057,0.003299677,0.006625357,0.15691635,0.009938035,1.423487544,48.7544484,18.599,-3.371,36.005,42.909,8.592,38.8,17.832,22,379,1,6,10,0,0,1558,1,2,Low
3126,10,1,460,2.005,3,20,6.6,23,4.2,71.1,6.426310899,9,0,33.79174853,2.161100196,0.012798858,0.004072364,0.004848052,0.007756884,0.006619483,0.156777218,0.009929224,1.178781925,51.86640472,10.864,68.012,10.26,11.197,7.675,13.2,10.416,33,624,1,6,10,0,0,1558,1,2,Low
3202,8,1,228,1.17,5,11,2.2,20.7,4.9,46.9,-0.305247258,11,0.499353741,37.77777778,1.111111111,0.005233501,0.001163,0.004458168,0.004458168,0.006616371,0.156703515,0.009924556,5.925925926,43.7037037,15.173,41.008,13.944,14.197,11.634,16.8,14.547,40,383,1,6,10,0,0,1558,1,2,Low
3203,8,1,206,1.07,4,13,3.2,15.8,4.9,56.1,-1.43741162,7,0,43.77358491,1.132075472,0.005037569,0.000193753,0.000968763,0.001162516,0.006613319,0.15680528,0.009919979,13.96226415,34.33962264,10.451,58.885,8.843,8.31,10.833,10,10.02,23,335,1,6,10,0,0,1558,1,2,Low
3206,10,1,194,829,2,14,7,13.8,4.1,77.6,-0.196387603,4,0,27.43362832,1.327433628,0.005035647,0.002517823,0.002517823,0.001162072,0.006610719,0.156743629,0.009916079,3.539823009,52.21238938,9.266,76.363,6.373,5.106,6.909,8.8,8.883,15,268,1,6,10,0,0,1558,1,2,Low
3208,10,1,142,609,1,4,4,35.5,4.1,57,0.388804491,5,0.039306523,30.76923077,1.282051282,0.003485245,0.000580874,0.002710746,0.002129872,0.006608926,0.156701103,0.009913388,1.923076923,57.05128205,11.208,47.231,18.513,21.77,8.419,20.4,10.746,6,188,1,6,10,0,0,1558,1,2,Low
3210,7,1,170,756,3,11,3.6,15.4,4.2,71.2,-2.783563777,3,0,35.14851485,1.98019802,0.005226117,0.000967799,0.002322719,0.001548479,0.006606605,0.15664607,0.009909907,6.435643564,46.03960396,9.8,71.934,7.111,6.187,7.959,9.2,9.396,15,242,1,6,10,0,0,1558,1,2,Low
3211,4,1,219,995,5,19,3.8,11.5,4.3,77.8,0.62120727,3,0,36.11111111,0.793650794,0.006191244,0.001934764,0.002321716,0.003676051,0.006603711,0.15657747,0.009905567,6.349206349,47.22222222,9.276,75.697,5.604,4.78,7.67,8,8.894,22,313,1,6,10,0,0,1558,1,2,Low
3221,10,1,653,3.101,5,41,8.2,15.9,4.6,65.1,2.37995303,5,0,30.76923077,1.724137931,0.021641508,0.005410377,0.007922338,0.008115566,0.00659507,0.156719682,0.009892604,1.591511936,50.79575597,12.184,63.586,8.408,7.918,9.789,12.4,11.681,103,994,1,6,10,0,0,1558,1,2,Low
3221,0,0,176,870,2,17,8.5,10.3,4.7,63.6,0.626949339,5,0,39.02439024,3.414634146,0.005601657,0,0.001545285,0.002317927,0.006592724,0.156663943,0.009889086,6.829268293,39.51219512,10.461,64.198,6.848,6.236,10.398,10.4,10.029,28,272,0,2,8,0,0,30,1,2,Low
3234,10,0,230,1.151,3,9,3,25.5,4.8,54.2,4.917966143,4,0,45.62737643,1.520912548,0.006371382,0.001544577,0.000772289,0.00444066,0.006589717,0.156592492,0.009884576,11.78707224,42.20532319,12.839,51.458,12.707,13.726,10.49,14.4,12.309,26,364,0,2,8,0,0,30,1,2,Low
3251,0,0,158,733,1,7,7,22.5,4.5,61.3,-2.518336246,1,0,38.59649123,1.754385965,0.004825323,0.000579039,0.000772052,0.002123142,0.006587764,0.15654607,0.009881646,7.01754386,52.63157895,15.248,41.451,17.353,19.773,10.872,20,14.619,18,235,0,2,8,0,0,30,1,2,Low
3272,10,0,125,619,4,9,2.2,13.8,4.7,66.8,2.017910744,6,0,36.84210526,1.315789474,0.004438218,0.001736694,0.000192966,0.001543728,0.006586028,0.156504829,0.009879042,6.578947368,42.10526316,9.995,66.396,7.476,7.7,9.874,9.6,9.583,13,188,0,2,8,0,0,30,1,2,Low
3300,8,0,125,574,2,8,4,15.6,4.4,63.7,3.256902581,17,0.511643202,26.38888889,2.083333333,0.003279606,0.000771672,0.002507934,0.00289377,0.006584385,0.156465779,0.009876577,1.388888889,54.16666667,10.411,64.155,8.255,7.016,8.847,10,9.982,13,190,0,2,8,0,0,30,1,2,Low
3314,10,0,118,500,4,9,2.2,13.1,4.1,75.2,1.838523051,3,0.539115646,28.57142857,3.007518797,0.004436061,0.000578617,0.001928722,0.001350106,0.006582868,0.15642973,0.009874302,0.751879699,50.37593985,10.411,73.615,6.811,4.829,6.425,10,9.982,13,171,0,2,8,0,0,30,1,2,Low
3328,10,0,93,459,3,7,2.3,13.2,4.7,61.4,2.022079799,9,-0.3236926,30.18867925,1.886792453,0.002892564,0.000964188,0.002121214,0.001928376,0.006581659,0.15640101,0.009872489,3.773584906,49.05660377,11.538,60.473,8.841,7.921,9.796,11.6,11.062,13,149,0,2,8,0,0,30,1,2,Low
3336,0,0,115,518,4,6,2,16.1,4.3,72.6,-0.777608774,9,0.027812343,30.9352518,1.438848921,0.003470221,0.00057837,0.0019279,0.00134953,0.006580075,0.156536525,0.009870113,2.158273381,41.00719424,9.957,74.296,7.084,6.597,7.708,9.6,9.547,10,161,0,2,8,0,0,30,1,2,Low
3357,10,0,134,651,1,10,10,13.4,4.6,66.3,-1.08627577,9,0,30.625,1.25,0.004625686,0.000385474,0.001156421,0.002312843,0.006578253,0.157012504,0.009867379,1.875,44.375,11.43,64.75,8.092,7.24,9.326,11.2,10.958,19,209,0,2,8,0,0,30,1,2,Low
3368,0,0,387,1.853,3,18,6,21.5,4.6,54,-0.149502559,2,0,34.74178404,1.17370892,0.010785201,0.003851858,0.005007415,0.004622229,0.006573405,0.156896799,0.009860108,3.990610329,51.64319249,13.384,55.281,10.918,11.194,10.485,14,12.832,58,596,0,3,11,432,8.342592,552,1,2,Low
3406,8,0,212,1.025,5,10,2,21.2,4.6,57.9,3.212779658,2,-0.25,36.17886179,2.032520325,0.006930474,0.000962566,0.002887697,0.00423529,0.006570609,0.156830062,0.009855913,4.06504065,47.15447154,13.187,55.555,10.852,11.008,10.321,14,12.644,31,329,0,3,11,432,8.342592,552,1,2,Low
3426,9,0,254,1.249,3,16,5.3,15.8,4.7,62.1,-0.221143217,1,0,35.11705686,2.006688963,0.00788903,0.001539323,0.0025014,0.003463477,0.006567214,0.156921843,0.009850821,5.685618729,43.47826087,11.333,59.633,8.948,8.503,10.55,11.2,10.866,33,399,0,3,11,432,8.342592,552,1,2,Low
3497,9,0,129,554,2,6,3,21.5,4.1,68.2,0.032962074,5,-0.26,30.6122449,1.360544218,0.003847345,0.001154204,0.002308407,0.002500774,0.006565546,0.156881988,0.009848319,0.680272109,51.02040816,9.3,70.774,8.646,8.735,7.688,10.4,8.916,7,172,0,3,11,432,8.342592,552,1,2,Low
3512,6,0,389,1.748,5,18,3.6,21.6,4.4,60.5,3.763673856,8,0.281588958,31.99052133,0.710900474,0.011917714,0.001729991,0.005382193,0.004036645,0.006560762,0.156767685,0.009841143,5.213270142,55.92417062,12.36,59.528,10.422,9.897,8.619,13.2,11.851,47,585,0,3,11,432,8.342592,552,1,2,Low
3528,9,0,385,1.892,7,14,2,27.5,4.8,49.1,4.042803374,4,0,40.41570439,1.847575058,0.013445249,0.00192075,0.004033575,0.00499395,0.006555861,0.156995621,0.009833792,7.159353349,46.88221709,14.349,47.549,13.636,14.594,10.607,16.4,13.757,54,610,0,3,11,432,8.342592,552,1,2,Low
3532,9,0,127,598,4,9,2.2,14.1,4.4,65.2,3.323170555,4,0,32.12121212,0.606060606,0.004800648,0.000384052,0.001920259,0.002112285,0.006553995,0.157123417,0.009830993,1.212121212,44.84848485,13.295,57.605,10.69,9.552,8.188,14.4,12.747,19,198,0,3,11,432,8.342592,552,1,2,Low
3534,8,0,221,1.056,6,15,2.5,14.7,4.6,68.6,-1.675781994,7,0,37.93103448,0.766283525,0.005374342,0.001727467,0.001727467,0.003646875,0.006551046,0.157569907,0.00982657,7.662835249,44.44444444,9.029,70.16,7.332,6.774,8.757,8.4,8.657,16,333,0,3,11,432,8.342592,552,1,2,Low
3551,8,0,199,926,2,9,4.5,22.1,4.4,66.7,1.231486143,3,0,30.08474576,2.118644068,0.003645427,0.002494239,0.005372208,0.002877968,0.006548382,0.157505825,0.009822573,0.847457627,53.38983051,12.458,61.834,10.238,10.451,8.965,13.2,11.944,24,293,0,3,11,432,8.342592,552,1,2,Low
3658,10,0,113,546,1,4,4,28.2,4.7,56.6,0.935400284,2,0,40.32258065,1.612903226,0.004220081,0.000767287,0.000575466,0.001150931,0.006546983,0.157472175,0.009820475,4.838709677,48.38709677,14.192,51.122,13.271,14.775,10.499,16.4,13.607,15,172,0,3,11,432,8.342592,552,1,2,Low
4019,0,0,380,1.98,6,12,2,31.6,5,33.3,6.617115616,6,0,45.26558891,2.540415704,0.013417596,0.00134176,0.003641919,0.008625597,0.006542103,0.157354787,0.009813154,7.621247113,40.64665127,16.728,35.28,16.516,17.863,12.755,19.6,16.038,68,645,0,6,16,0,0,0,688,820,High
4004,10,0,778,3.737,1,32,32,24.3,4.6,56.9,5.138753565,5,0,36.98324022,1.117318436,0.024114602,0.005741572,0.008229586,0.010908987,0.006532038,0.157284597,0.009798057,4.69273743,46.1452514,13.182,55.751,11.894,12.739,9.793,14.8,12.639,96,1181,0,6,16,0,0,0,549,718,High
4008,9,0,148,593,1,5,5,29.6,3.9,68.1,0.438667033,7,0.471928375,26.58227848,1.898734177,0.003826631,0.001339321,0.001339321,0.001721984,0.006530264,0.157241891,0.009795397,4.430379747,60.75949367,9.889,67.611,11.182,11.924,6.402,13.2,9.481,7,191,0,6,16,0,0,0,540,709,High
4005,0,0,146,699,2,11,5.5,13.2,4.6,62.4,3.354986062,6,0,41.25,1.25,0.004781943,0.000573833,0.001530222,0.002677888,0.006528469,0.157198668,0.009792704,7.5,42.5,11.39,61.706,7.995,6.97,9.302,11.2,10.92,23,230,0,6,16,0,0,0,530,724,High
4002,10,0,130,480,4,9,2.2,14.4,3.5,86,0.974266071,4,-0.017469566,20,0.689655172,0.003442143,0.002103532,0.001147381,0.000573691,0.006526843,0.157159518,0.009790265,0,62.06896552,8.473,84.845,5.4,3.423,4.275,8.4,8.123,7,160,0,6,16,0,0,0,472,632,High
4003,10,0,333,1.597,6,22,3.6,15.1,4.6,63.3,2.499720229,8,0,35.84415584,1.038961039,0.008981927,0.002293258,0.004395411,0.004777621,0.00652253,0.157055661,0.009783795,4.155844156,46.49350649,11.479,63.086,8.311,7.619,9.835,11.2,11.006,47,516,0,6,16,0,0,0,429,548,High
4004,10,0,219,1.029,5,18,3.6,12.1,4.5,69.7,5.609267857,1,0,33.984375,1.953125,0.006112761,0.00152819,0.003056381,0.002865357,0.006519665,0.156986679,0.009779498,4.6875,44.140625,9.445,70.846,6.442,5.677,8.387,8.4,9.055,22,324,0,6,16,0,0,0,408,546,High
4003,9,0,501,2.434,6,21,3.5,23.8,4.7,50,5.426160768,4,0,39.0199637,1.814882033,0.018129667,0.003625933,0.003816772,0.007061028,0.006513508,0.15700982,0.009770262,3.448275862,49.54627949,13.925,49.029,12.383,12.793,10.991,15.2,13.351,75,795,0,6,16,0,0,0,348,432,High
4004,10,0,123,504,1,9,9,13.6,4,82.9,1.494571309,5,0.416666667,34.09090909,2.272727273,0.002861902,0.001144761,0.002098728,0.001144761,0.006512034,0.156974303,0.009768052,0.757575758,46.21212121,8.076,78.325,6.123,5.189,6.953,7.6,7.743,6,163,0,6,16,0,0,0,442,653,High
3936,9,0,960,4.882,8,30,4.2,31.8,4.9,36.6,3.803553383,6,-0.083333333,40.33457249,1.672862454,0.033135914,0.004189598,0.010473996,0.018091448,0.006500049,0.157027493,0.009750073,7.620817844,45.16728625,15.818,40.744,15.791,17.466,12.166,18.8,15.166,148,1554,0,6,16,0,0,0,199,259,High
2951,0,1,773,4.091,5,31,6.2,24.8,5.1,38.8,10.7523591,4,0,45.73991031,1.905829596,0.025860626,0.00342273,0.004753792,0.012169707,0.006490146,0.156959059,0.009735219,9.080717489,39.23766816,14.863,39.629,13.857,14.532,12.755,16.4,14.25,135,1326,1,7,9,712,8.455056,127,113,132,High
3294,10,1,190,885,4,8,2,23.7,4.5,58,2.271130855,7,0,33.640553,0.921658986,0.005512323,0.002090881,0.003611522,0.002471041,0.006487742,0.156900908,0.009731612,3.686635945,51.61290323,11.698,57.303,11.384,11.324,8.763,13.2,11.216,18,290,1,7,9,712,8.455056,127,61,78,High
3992,3,1,321,1.484,5,21,4.2,15.2,4.4,74,2.203253858,3,0,35.35620053,1.055408971,0.011017798,0.002089582,0.004559089,0.003229354,0.006483546,0.156799449,0.009725319,3.430079156,45.64643799,10.398,71.221,7.241,6.629,8.433,10,9.969,34,468,1,7,9,712,8.455056,127,76,132,Low
3977,2,1,629,2.977,5,22,4.4,28.5,4.6,49.3,2.592986613,7,-0.031021898,33.66762178,1.289398281,0.017265586,0.005312488,0.006830342,0.009676318,0.006475834,0.156612934,0.009713751,3.868194842,53.58166189,14.555,50.617,13.471,14.387,9.687,16.8,13.954,88,963,1,7,9,712,8.455056,127,120,222,Low
132,10,1,484,2.075,5,22,4.4,21.9,4.1,66.2,2.332937274,4,0,29.18215613,1.858736059,0.01288992,0.003791153,0.008340537,0.006065845,0.006469902,0.156469477,0.009704853,4.646840149,54.83271375,11.295,65.832,9.273,8.669,7.764,11.6,10.83,47,681,1,7,9,712,8.455056,127,20,23,High
3973,4,1,349,1.442,5,17,3.4,20.5,4,75.8,2.895753186,13,-0.325,22.90076336,0.763358779,0.009092597,0.003220295,0.004735727,0.003599153,0.006465576,0.156364849,0.009698364,1.526717557,58.01526718,10.411,72.798,8.633,8.059,6.164,11.6,9.982,26,469,1,7,9,712,8.455056,127,86,155,Low
3807,5,1,364,1.672,3,28,9.3,13,4.4,70.2,1.698630066,6,0,31.69014085,2.582159624,0.011547104,0.003596639,0.00530031,0.003785936,0.006460893,0.156251594,0.009691339,0.938967136,46.47887324,10.209,70.435,6.691,5.632,7.846,9.6,9.788,43,534,1,7,9,712,8.455056,127,58,101,Low
1644,2,1,333,1.584,10,23,2.3,14.4,4.6,64.6,1.89521841,3,0,36.66666667,1.025641026,0.008702002,0.003026783,0.003972653,0.004729349,0.006456612,0.156317964,0.009684917,6.666666667,43.33333333,9.178,71.182,5.845,4.826,8.705,8.4,8.8,37,495,1,7,9,712,8.455056,127,14,18,High
3994,5,1,627,3.05,6,29,4.8,21.6,4.7,56.7,-2.62464119,10,0,40.44016506,1.650618982,0.020594987,0.004345731,0.007746738,0.008691463,0.006448646,0.156125111,0.009672969,3.026134801,44.01650619,12.574,56.444,10.753,10.718,9.896,13.2,12.055,82,984,1,7,9,712,8.455056,127,12,15,High
3027,5,1,252,1.187,1,11,11,22.7,4.6,53.8,-0.306137315,4,0,35.14492754,1.449275362,0.007554168,0.001321979,0.00358823,0.003777084,0.006445627,0.15605202,0.00966844,9.057971014,51.8115942,12.603,57.452,10.504,10.441,9.821,13.2,12.083,33,384,1,7,9,712,8.455056,127,13,17,High
3897,0,0,114,506,2,6,3,19,4.3,72.5,1.183022752,6,0.61,34.14634146,0.81300813,0.002454567,0.000377626,0.001888128,0.000755251,0.006444282,0.156189055,0.009666424,8.130081301,52.84552846,9.726,72.161,8.08,7.882,7.559,10,9.325,8,160,0,2,10,0,0,0,22,36,High
3783,4,0,139,672,3,10,3.3,13.9,4.6,63.1,0.405642003,7,0,35.92814371,4.191616766,0.004719011,0.000755042,0.000943802,0.001321323,0.006442458,0.156144833,0.009663687,3.592814371,41.91616766,11.208,63.759,7.968,6.576,8.157,10.8,10.746,20,220,0,2,10,0,0,0,28,48,Low
2826,2,0,160,689,3,8,2.6,20,4.1,71.7,3.08932121,4,-0.253401361,32.12435233,1.03626943,0.00415146,0.001320919,0.002453136,0.001887027,0.00644035,0.156093758,0.009660526,5.699481865,46.63212435,9.828,70.87,8.405,7.709,6.978,10.4,9.423,11,221,0,2,10,0,0,0,11,15,High
355,4,0,367,1.774,3,16,5.3,22.9,4.7,55.6,1.845249485,12,0.166666667,37.05463183,2.375296912,0.009051173,0.000942831,0.004902719,0.007919776,0.006435758,0.156151823,0.009653638,4.988123515,46.55581948,13.328,55.606,11.404,11.727,9.813,14.4,12.779,51,571,0,2,10,0,0,0,6,6,High
3887,2,0,368,1.804,12,20,1.6,18.4,4.7,55.6,1.248361507,7,0,37.67123288,2.511415525,0.012624716,0.003014858,0.003391715,0.005841287,0.006430988,0.156713021,0.009646482,2.96803653,43.15068493,13.024,55.151,10.225,9.561,10.231,13.6,12.487,60,588,0,2,10,0,0,0,19,32,Low
